no,type,Word,Sub_Type,Type2,Type3,wildcard,Comment,sort,multiword,duplicate,regex_matches,word_copy,word_en
9634,,schweizer(n|innen|in|ischen|ischem)? (.* )?diktier(t|en),den menschen aufzwingen,conflictive,sovereignty,regex,never appeared term,schweizerninneninischenischemdiktierten,TRUE,FALSE,0,schweizer(n|innen|in|ischen|ischem)? (.* )?diktier(t|en),Swiss(n|innen|in|ischen|ischem)? (.* )?dictated(t|en)
9635,,schweizer(n|innen|in|ischen|ischem)? hÃ¤ng(t|en) (.* )?zum hals(e)? (her|hin)aus,menschen reicht es,advocative,people-centrism,regex,never appeared term,schweizerninneninischenischemhÃ¤ngtenzumhalseherhinaus,TRUE,FALSE,0,schweizer(n|innen|in|ischen|ischem)? hÃ¤ng(t|en) (.* )?zum hals(e)? (her|hin)aus,Swiss(n|innen|in|ischen|ischem)? hang(d|en) (.* )? up to the neck(s)? (her|hin)out
9636,,schweizer(n|innen|in|ischen|ischem)? (ist|sind|wird|werden|war|waren) (.* )?zu (bunt|blÃ¶d|dumm),menschen reicht es,advocative,people-centrism,regex,never appeared term,schweizerninneninischenischemistsindwirdwerdenwarwarenzubuntblÃ¶ddumm,TRUE,FALSE,0,schweizer(n|innen|in|ischen|ischem)? (ist|sind|wird|werden|war|waren) (.* )?zu (bunt|blÃ¶d|dumm),Swiss(n|innen|in|ischen|ischem)? (is|are|will|will be|was|were) (.* )?to (colorful|stupid|dumb)
9637,,schweizer(n|innen|in|ischen|ischem)? (langt|reicht) (es|das|dies),menschen reicht es,advocative,people-centrism,regex,never appeared term,schweizerninneninischenischemlangtreichtesdasdies,TRUE,FALSE,0,schweizer(n|innen|in|ischen|ischem)? (langt|reicht) (es|das|dies),Swiss(n|innen|in|ischen|ischem)? (is that enough) (it|that|this)
9638,,schweizer(n|innen|in|ischen|ischem)? steh(t|en) (.*) bis (hier|da)(hin)?,menschen reicht es,advocative,people-centrism,regex,never appeared term,schweizerninneninischenischemstehtenbishierdahin,TRUE,FALSE,0,schweizer(n|innen|in|ischen|ischem)? steh(t|en) (.*) bis (hier|da)(hin)?,Swiss(n|innen|in|ischen|ischem)? stand(s) (.*) to (here|there)?
9639,,schweizer(n|innen|in|ischen|ischem)? (.* )?zu (bunt|blÃ¶d|dumm) (ist|sein|wird|werden|war|waren|sein),menschen reicht es,advocative,people-centrism,regex,never appeared term,schweizerninneninischenischemzubuntblÃ¶ddummistseinwirdwerdenwarwarensein,TRUE,FALSE,0,schweizer(n|innen|in|ischen|ischem)? (.* )?zu (bunt|blÃ¶d|dumm) (ist|sein|wird|werden|war|waren|sein),Swiss(n|innen|in|ischen|ischem)? (.* )?to (colorful|stupid|dumb) (is|be|will|will be|was|were|be)
9640,,schweizer(n|innen|in|ischen|ischem)? (.* )?zum hals(e)? (her|hin)aus hÃ¤ng(t|en),menschen reicht es,advocative,people-centrism,regex,never appeared term,schweizerninneninischenischemzumhalseherhinaushÃ¤ngten,TRUE,FALSE,0,schweizer(n|innen|in|ischen|ischem)? (.* )?zum hals(e)? (her|hin)aus hÃ¤ng(t|en),Swiss(n|innen|in|ischen|ischem)? (.* )?to the neck? (hanging out)
9641,,schweizer(s|innen|in|ischer|ischen)? (wille|wunsch|wÃ¼nsche|anliegen|ansuchen|verlangen),volkswille,advocative,sovereignty,regex,never appeared term,schweizersinneninischerischenwillewunschwÃ¼nscheanliegenansuchenverlangen,TRUE,FALSE,0,schweizer(s|innen|in|ischer|ischen)? (wille|wunsch|wÃ¼nsche|anliegen|ansuchen|verlangen),Swiss? (will|wish|desires|request|request)
9642,,schweizer(s|n|innen|in|ische|ischer|isches|ischen|ischem)? (von|auf) der stra(ÃŸ|ss)e,normale menschen,advocative,people-centrism,regex,never appeared term,schweizersninneninischeischerischesischenischemvonaufderstraÃŸsse,TRUE,FALSE,0,schweizer(s|n|innen|in|ische|ischer|isches|ischen|ischem)? (von|auf) der stra(ÃŸ|ss)e,Swiss? (from|on) the street
9643,,schweizer(s|n|innen|in|ische|ischer|isches|ischen|ischem)? von nebenan,normale menschen,advocative,people-centrism,regex,never appeared term,schweizersninneninischeischerischesischenischemvonnebenan,TRUE,FALSE,0,schweizer(s|n|innen|in|ische|ischer|isches|ischen|ischem)? von nebenan,Swiss? from next door
9644,,schwierigkeiten (der|einer|unserer) allgemeinheit,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendereinerunsererallgemeinheit,TRUE,FALSE,0,schwierigkeiten (der|einer|unserer) allgemeinheit,difficulties (of|one of|our) general public
9645,,schwierigkeiten (der|einer|unserer) arbeiterschaft,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendereinerunsererarbeiterschaft,TRUE,FALSE,0,schwierigkeiten (der|einer|unserer) arbeiterschaft,difficulties (of|one of|our) workforce
9646,,schwierigkeiten (der|einer|unserer) bevÃ¶lkerung,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendereinerunsererbevÃ¶lkerung,TRUE,FALSE,0,schwierigkeiten (der|einer|unserer) bevÃ¶lkerung,difficulties (of|one of|our) population
9647,,schwierigkeiten (der|einer|unserer) frau(en)?,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendereinerunsererfrauen,TRUE,FALSE,0,schwierigkeiten (der|einer|unserer) frau(en)?,difficulties (of one of our women)?
9648,,schwierigkeiten (der|einer|unserer) (frauen und mÃ¤nner|mÃ¤nner und frauen),probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendereinerunsererfrauenundmÃ¤nnermÃ¤nnerundfrauen,TRUE,FALSE,0,schwierigkeiten (der|einer|unserer) (frauen und mÃ¤nner|mÃ¤nner und frauen),difficulties (of|one of|our) (women and men|men and women)
9649,,schwierigkeiten (der|einer|unserer) landsfrau(en)?,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendereinerunsererlandsfrauen,TRUE,FALSE,0,schwierigkeiten (der|einer|unserer) landsfrau(en)?,difficulties (of one of our compatriots)?
9650,,schwierigkeiten (der|einer|unserer) landsleute,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendereinerunsererlandsleute,TRUE,FALSE,0,schwierigkeiten (der|einer|unserer) landsleute,difficulties (of|one of|our) compatriots
9651,,schwierigkeiten (der|einer|unserer) leute,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendereinerunsererleute,TRUE,FALSE,0,schwierigkeiten (der|einer|unserer) leute,difficulties (of|one of|our) people
9652,,schwierigkeiten (der|einer|unserer) masse(n)?,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendereinerunserermassen,TRUE,FALSE,0,schwierigkeiten (der|einer|unserer) masse(n)?,difficulties (of|one of|our) masses?
9653,,schwierigkeiten (der|einer|unserer) mehrheit,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendereinerunserermehrheit,TRUE,FALSE,0,schwierigkeiten (der|einer|unserer) mehrheit,difficulties (of|one of|our) majority
9654,,schwierigkeiten (der|einer|unserer) vielen,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendereinerunserervielen,TRUE,FALSE,0,schwierigkeiten (der|einer|unserer) vielen,difficulties (of|one of|our) many
9655,,schwierigkeiten (der|einer|unserer) wÃ¤hlerschaft,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendereinerunsererwÃ¤hlerschaft,TRUE,FALSE,0,schwierigkeiten (der|einer|unserer) wÃ¤hlerschaft,difficulties (of|one of|our) electorate
9656,,schwierigkeiten (des|eines|unseres) volk(s|es),probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendeseinesunseresvolkses,TRUE,FALSE,0,schwierigkeiten (des|eines|unseres) volk(s|es),difficulties (of|one of|our) people(s)
9657,,schwierigkeiten (des|eines|unseres) wahlvolk(s|es),probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendeseinesunsereswahlvolkses,TRUE,FALSE,0,schwierigkeiten (des|eines|unseres) wahlvolk(s|es),difficulties (of|one of|our) electorate(s)
9658,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) angestellten,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrangestellten,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) angestellten,difficulties (of one of our employees)
9659,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) arbeiter(s|innen|in)?,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrarbeitersinnenin,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) arbeiter(s|innen|in)?,difficulties (of one of our workers)?
9660,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) arbeitnehmer(s|innen|in)?,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrarbeitnehmersinnenin,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) arbeitnehmer(s|innen|in)?,difficulties (of one of our employees)?
9661,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) (be|ein)wohner(s|innen|in)?,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrbeeinwohnersinnenin,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) (be|ein)wohner(s|innen|in)?,difficulties (of one of our residents)?
9662,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) berufstÃ¤tigen,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrberufstÃ¤tigen,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) berufstÃ¤tigen,difficulties (of|one of|our) working people
9663,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) beschÃ¤ftigten,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrbeschÃ¤ftigten,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) beschÃ¤ftigten,difficulties (of|one of|our) employees
9664,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) bÃ¼ezer(s|innen|in)?,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrbÃ¼ezersinnenin,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) bÃ¼ezer(s|innen|in)?,difficulties (of one of our workers)?
9665,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) bÃ¼rger(s|innen|in)?,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrbÃ¼rgersinnenin,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) bÃ¼rger(s|innen|in)?,difficulties (of one of our citizens)?
9666,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) deutsche(n|r),probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrdeutschenr,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) deutsche(n|r),difficulties (of the|one(s|r)|our(s|r)) German(s)
9667,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) eidgen(o|Ã¶)ss(en|in|innen),probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresreidgenoÃ¶ssenininnen,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) eidgen(o|Ã¶)ss(en|in|innen),difficulties (of the|one(s|r)|our) federal(s|c|h)ss(en|in|innen)
9668,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) einheimischen,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresreinheimischen,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) einheimischen,difficulties (of the|r|one(s|r)|our(s|r)) locals
9669,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) erwerbstÃ¤tigen,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrerwerbstÃ¤tigen,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) erwerbstÃ¤tigen,difficulties (of|our|our) working
9670,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) hackler(s|innen|in)?,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrhacklersinnenin,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) hackler(s|innen|in)?,difficulties (of one of our workers)?
9671,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) konsument(en|innen|in)?,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrkonsumenteninnenin,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) konsument(en|innen|in)?,difficulties (of the|our|our consumers)?
9672,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) landsm(a|Ã¤)nn(er|s|es),probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrlandsmaÃ¤nnerses,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) landsm(a|Ã¤)nn(er|s|es),difficulties (of one's|our) countryman(s)
9673,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) lohnarbeiter(s|innen|in)?,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrlohnarbeitersinnenin,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) lohnarbeiter(s|innen|in)?,difficulties (of the|a(s|r)|our) wage workers?
9674,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) m(a|Ã¤)nn(er|s|es),probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrmaÃ¤nnerses,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) m(a|Ã¤)nn(er|s|es),difficulties (of one's|ours)
9675,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) malocher(s|innen|in)?,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrmalochersinnenin,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) malocher(s|innen|in)?,difficulties (of one of our) workers?
9676,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) menschen,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrmenschen,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) menschen,difficulties (of|one|our) people
9677,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) mitbÃ¼rger(s|innen|in)?,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrmitbÃ¼rgersinnenin,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) mitbÃ¼rger(s|innen|in)?,difficulties (of one of our fellow citizens)?
9678,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) Ã¶sterreich(er|ers|erinnen|erin|ischer|ischen),probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrÃ¶sterreichererserinnenerinischerischen,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) Ã¶sterreich(er|ers|erinnen|erin|ischer|ischen),difficulties (of) Austria
9679,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) schweizer(s|innen|in|ischer|ischen)?,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrschweizersinneninischerischen,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) schweizer(s|innen|in|ischer|ischen)?,difficulties (of the Swiss)?
9680,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) sterblichen,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrsterblichen,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) sterblichen,difficulties (of|one|our) mortals
9681,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) steuerpflichtigen,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrsteuerpflichtigen,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) steuerpflichtigen,difficulties (of a|our) taxpayers
9682,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) steuerzahler(s|innen|in)?,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrsteuerzahlersinnenin,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) steuerzahler(s|innen|in)?,difficulties (of a|our) taxpayer?
9683,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) stimmbÃ¼rger(s|innen|in)?,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrstimmbÃ¼rgersinnenin,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) stimmbÃ¼rger(s|innen|in)?,difficulties (of the|one|our) voters?
9684,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) urnengÃ¤nger(s|innen|in)?,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrurnengÃ¤ngersinnenin,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) urnengÃ¤nger(s|innen|in)?,difficulties (of the|a(s|r)|our(s|r)) urn-goer(s)?
9685,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) verbraucher(s|innen|in)?,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrverbrauchersinnenin,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) verbraucher(s|innen|in)?,difficulties (of a|our) consumer(s)?
9686,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) wahlberechtigten,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrwahlberechtigten,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) wahlberechtigten,difficulties (of the|r|a(s|r)|our(s|r)) voters
9687,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) wÃ¤hler(s|innen|in)?,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrwÃ¤hlersinnenin,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) wÃ¤hler(s|innen|in)?,difficulties (of one of our voters)?
9688,,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) werktÃ¤tigen,probleme der menschen,advocative,people-centrism,regex,never appeared term,schwierigkeitendesreinesrunseresrwerktÃ¤tigen,TRUE,FALSE,0,schwierigkeiten (de(s|r)|eine(s|r)|unsere(s|r)) werktÃ¤tigen,difficulties (of|our|our) workers
9689,,schwindelen ([^[:space:]]*)medien,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindelen[^[:space:]]medien,TRUE,FALSE,0,schwindelen ([^[:space:]]*)medien,cheat ([^[:space:]]*)media
9690,,schwindelen (.* )?fachleute,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindelenfachleute,TRUE,FALSE,0,schwindelen (.* )?fachleute,cheat (.* )?experts
9691,,schwindelen (.* )?multis,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindelenmultis,TRUE,FALSE,0,schwindelen (.* )?multis,cheat (.* )?multis
9692,,schwindelen (.* )?parteien,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindelenparteien,TRUE,FALSE,0,schwindelen (.* )?parteien,cheat (.* )?parties
9693,,schwindel(t|en) ([^[:space:]]*)elite(n)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindelten[^[:space:]]eliten,TRUE,FALSE,0,schwindel(t|en) ([^[:space:]]*)elite(n)?,dizzy(t|s) ([^[:space:]]*)elite(s)?
9694,,schwindel(t|en) ([^[:space:]]*)establishment,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindelten[^[:space:]]establishment,TRUE,FALSE,0,schwindel(t|en) ([^[:space:]]*)establishment,vertigo(t|en) ([^[:space:]]*)establishment
9695,,schwindel(t|en) ([^[:space:]]*)kapitalist(en|in|innen)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindelten[^[:space:]]kapitalistenininnen,TRUE,FALSE,0,schwindel(t|en) ([^[:space:]]*)kapitalist(en|in|innen)?,dizzy(s) ([^[:space:]]*)capitalist(s)?
9696,,schwindel(t|en) ([^[:space:]]*)konzern(e)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindelten[^[:space:]]konzerne,TRUE,FALSE,0,schwindel(t|en) ([^[:space:]]*)konzern(e)?,fraud(s) ([^[:space:]]*)corporation(s)?
9697,,schwindel(t|en) (.* )?([^[:space:]]*)regierung(en)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindelten[^[:space:]]regierungen,TRUE,FALSE,0,schwindel(t|en) (.* )?([^[:space:]]*)regierung(en)?,fraud(s) (.* )?([^[:space:]]*)government(s)?
9698,,schwindel(t|en) (.* )?bÃ¼rokrat(en|in|innen)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenbÃ¼rokratenininnen,TRUE,FALSE,0,schwindel(t|en) (.* )?bÃ¼rokrat(en|in|innen)?,swindle(s) (.* )?bureaucrat(s)?
9699,,schwindel(t|en) (.* )?bÃ¼rokratie,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenbÃ¼rokratie,TRUE,FALSE,0,schwindel(t|en) (.* )?bÃ¼rokratie,swindle (.* )?bureaucracy
9700,,schwindel(t|en) (.* )?expert(e|en|in|innen),unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenexperteenininnen,TRUE,FALSE,0,schwindel(t|en) (.* )?expert(e|en|in|innen),dizziness (.* )?expert(s)
9701,,schwindel(t|en) (.* )?fachfrau(en)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenfachfrauen,TRUE,FALSE,0,schwindel(t|en) (.* )?fachfrau(en)?,dizziness(t|s) (.* )?professional(s)?
9702,,schwindel(t|en) (.* )?fachm(a|Ã¤)nn(er)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenfachmaÃ¤nner,TRUE,FALSE,0,schwindel(t|en) (.* )?fachm(a|Ã¤)nn(er)?,dizziness(t|en) (.* )?professional(a|Ã¤)nn(er)?
9703,,schwindel(t|en) (.* )?forscher(innen|in)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenforscherinnenin,TRUE,FALSE,0,schwindel(t|en) (.* )?forscher(innen|in)?,dizzy(s) (.* )?researcher(s)?
9704,,schwindel(t|en) (.* )?forschung,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenforschung,TRUE,FALSE,0,schwindel(t|en) (.* )?forschung,dizziness (.* )?research
9705,,schwindel(t|en) (.* )?gelehrte(n|r)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltengelehrtenr,TRUE,FALSE,0,schwindel(t|en) (.* )?gelehrte(n|r)?,dizzy(t|en) (.* )?scholar(s)?
9706,,schwindel(t|en) (.* )?gro(ÃŸ|ss)unternehme(r|rin|rinnen|n)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltengroÃŸssunternehmerrinrinnenn,TRUE,FALSE,0,schwindel(t|en) (.* )?gro(ÃŸ|ss)unternehme(r|rin|rinnen|n)?,swindle (.* )?large company(s)?
9707,,schwindel(t|en) (.* )?herrschende(n|r)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenherrschendenr,TRUE,FALSE,0,schwindel(t|en) (.* )?herrschende(n|r)?,dizzy(t|en) (.* )?ruling(s)?
9708,,schwindel(t|en) (.* )?intellektuelle(n|r)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenintellektuellenr,TRUE,FALSE,0,schwindel(t|en) (.* )?intellektuelle(n|r)?,dizzy(s) (.* )?intellectual(s)?
9709,,schwindel(t|en) (.* )?journalismus,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenjournalismus,TRUE,FALSE,0,schwindel(t|en) (.* )?journalismus,dizziness (.* )?journalism
9710,,schwindel(t|en) (.* )?journalist(en|in|innen)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenjournalistenininnen,TRUE,FALSE,0,schwindel(t|en) (.* )?journalist(en|in|innen)?,dizzy(s) (.* )?journalist(s)?
9711,,schwindel(t|en) (.* )?konglomerat(e)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenkonglomerate,TRUE,FALSE,0,schwindel(t|en) (.* )?konglomerat(e)?,dizziness(s) (.* )?conglomerate(s)?
9712,,schwindel(t|en) (.* )?leistungstrÃ¤ger(innen|in)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenleistungstrÃ¤gerinnenin,TRUE,FALSE,0,schwindel(t|en) (.* )?leistungstrÃ¤ger(innen|in)?,dizzy(t|en) (.* )?high-performing employees?
9713,,schwindel(t|en) (.* )?medienvertreter(innen|in)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenmedienvertreterinnenin,TRUE,FALSE,0,schwindel(t|en) (.* )?medienvertreter(innen|in)?,dizziness (.* )?media representative(s)?
9714,,schwindel(t|en) (.* )?partei,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenpartei,TRUE,FALSE,0,schwindel(t|en) (.* )?partei,dizzy(t|en) (.* )?party
9715,,schwindel(t|en) (.* )?politiker(innen|in)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenpolitikerinnenin,TRUE,FALSE,0,schwindel(t|en) (.* )?politiker(innen|in)?,dizzy(t|en) (.* )?politician(s)?
9716,,schwindel(t|en) (.* )?regent(en|in|innen)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenregentenininnen,TRUE,FALSE,0,schwindel(t|en) (.* )?regent(en|in|innen)?,dizziness (.* )?regent(s)?
9717,,schwindel(t|en) (.* )?regierende(n|r)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenregierendenr,TRUE,FALSE,0,schwindel(t|en) (.* )?regierende(n|r)?,dizzy(t|en) (.* )?ruling(s)?
9718,,schwindel(t|en) (.* )?regierung(en)?,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltenregierungen,TRUE,FALSE,0,schwindel(t|en) (.* )?regierung(en)?,fraud(s) (.* )?government(s)?
9719,,schwindel(t|en) (.* )?souverÃ¤n,unaufrichtige eliten,conflictive,anti-elitism,regex,never appeared term,schwindeltensouverÃ¤n,TRUE,FALSE,0,schwindel(t|en) (.* )?souverÃ¤n,dizzy(t|en) (.* )?sovereign
